title,genre,country,year,company,director,actor,date,running_time,keyword,plot
네미시스 3,"액션,SF,스릴러",미국,1996,"Filmwerks, Imperial Entertainment",알버트 파이언,"수프라이스,팀 토머슨,노버트 와이저,자비에르 데클리에,샤론 브루뉴,데비 무글리,우슐라 사르체브,얼 화이트,존 H. 엡스테인,채드 스타헬스키,카렌 스투더,바비 브라운,자히 J.J. 주리,셸턴 베일리,싱크 글랜디,레오나드 맥켄지,릭 월리스,케네스 사라드크,존 존즈,스티번 에스티즈,다릴 하던,제리 리,필럽 머키니,톰 화이틀리",19980321,91,"시리즈, 사이보그, 유전자, 돌연변이, 비디오영화",서기 2077년. 지구를 지배하는 사이보그들을 물리칠 수 있는 슈퍼 DNA를 가진 일종의 돌연변이 인간 알렉스를 생포하라는 명령이 판스워스 2에게 내려진다. 전편에서 네뷸라란 사이보그가 알렉스와의 결전에서 패배했기 때문이다. 판스워스 2와 다른 지원팀들은 알렉스를 찾기 위해 타임머신을 타고 1988년의 동아프리카로 온다. 그들의 임무는 알렉스를 생포한 후 분자구조를 검증하는 것과 알렉스가 2세를 통해 슈퍼 DNA 인간들을 증가시키려는 계획을 막는 것이다. 동아프리카의 사막. 알렉스는 머리를 다쳐 기억상실증에 걸려 있다. 그녀는 사막에 남겨진 자신의 발자국을 따라 자신의 기억을 되찾기로 결심한다.
체이싱 아미,"코메디,드라마,동성애",미국,1997,View Askew Productions,케빈 스미스,"벤 애플랙,조이 로렌 아담스,제이슨 리,케빈 스미스,제이슨 뮤즈,드와이트 이웰,캐이시 애플렉",19990501,113,"레즈비언,로맨스,섹스,우정,인디영화,질투,파티,퀴어무비","죽마고우인 홀든과 밴키는 컬트코미디 만화 '띨띨이와 중독자'의 성공으로 큰 인기를 누리고 있는 만화가다. 홀든은 같은 코미디 만화가인 알리사 존스라는 매력적인 여자에게 한눈에 반한다. 알리사의 초대를 받고 설레이는 마음으로 파티에 참석한 홀든, 알리사의 애인이라며 나타난 사람이 여자인 것을 알고 충격을 받는다. 결국 홀든은 자신의 마음을 감추고 알리사와 친구로 지내기로 한다. 한편 홀든이 알리사와 가까워지자 밴키는 가장 친한 친구를 잃었다는 생각에 괴로워하다 홀든에게 자신과 알리사 중 한사람만 택하라고 다그친다."
큐브,"공포(호러),SF,미스터리,스릴러",캐나다,1997,"Cube Libre, Ontario Film Development Corporation, The Feature Film Project, The Harold Greenberg Fund, Telefilm Canada, Viacom Canada",빈센조 나탈리,"니콜 드 보에,니키 과다그니,데이빗 휴렛,앤드류 밀러,줄리안 리칭스,웨인 롭슨,모리스 딘 윈트",19991023,90,"감금,수학,인디영화,정육면체,탈출,시리즈","당신은 지금 큐브 속에 갇혀 있다. 그곳은 17,576개의 큐브로 이뤄진 거대한 미로의 한 부분. 출구의 방향을 잘못 택한다면 당신의 몸은 무참히 조각날 것이다. 생각해야 한다. 이 큐브들이 배열된 법칙과 나가기 위한 길을... 푸른색 큐브 안으로 한 남자가 들어선다. 두려운 눈빛으로 자신이 서 있는 공간을 살피던 그는 벽마다 설치된 거대한 금속문을 발견한다. 그는 하나의 문을 연다. 문 너머 또 다른 큐브공간이 보인다. 이번엔 붉은 방이다. 잠시 머뭇거리던 그는 조심스럽게 그 방으로 내려선다. 가볍게...'휴우' 그가 한숨을 내쉬는 순간, 공기를 가르는 날카로운 금속성의 그물. 그의 몸은 수백 개로 산산조각이 난다. 그의 피부는 작은 큐브가 되어 부서져 내린다. 이제 여섯 명이 남았다. 경찰 쿠엔틴, 여의사 할로웨이, 겁많은 소녀 리븐, 냉소적인 인물 워스, 탈옥 전문가 렌, 자페증 환자 카잔. 왜 이곳에 오게 되었는지 아무도 모르지만 어쨌든 살기 위해선 탈출해야 한다. 먼저 탈옥의 달인인 렌이 자신만만하게 시도를 한다. 구두를 던져 이동할 큐브가 안전한지 확인한 후 새로운 큐브에 내려서는 렌. 그러나 벽에서 갑자기 튀어나온 큐브 센서는 그의 얼굴에 염산을 쏜다. 얼굴이 녹아버린 그의 시체를 두고 일행은 공포에 질린다. 그러나 명심할 것이 큐브는 살아있다. 스스로 움직이며 끊임없이 위치를 바꾼다. 통로가 열리는 것은 단 한번. 미로의 퍼즐이 풀리는 찰나의 순간뿐... 절망한 그들 사이에서 갑자기 리븐이 소리친다. ""숫자가 있어요"" 큐브 입구마다 새겨진 일련 번호들. 겁에 떨던 그녀는 숨겨져 있던 숫자에 대한 천재적인 자질을 발휘한다. 큐브의 숨겨진 단서가 솟수임을 발견하고는 숫자들 사이의 법칙을 깨닫게 된다. 실날같은 희망을 갖게된 일행. 숫자를 확인하며 위험한 부비트랩을 간신히 피해 출구를 찾아 이동을 한다. 그러나 힘겹게 이동해 온 일행이 도달한 곳은 처음 그들이 만났던 바로 그 큐브. 그들은 끝이 보이지 않는 절망 앞에서 좌절을 한다. 왜 한바퀴를 돌아온 걸까? 그리고 일행은 깨닫는다. 그들이 이동하는 사이 들리던 기분 나쁜 기계음의 의미를. 그것은 큐브가 움직이는 소리였고 큐브는 스스로 자신의 배열을 이동시키는 살아 있는 존재였던 것. 17,576개의 거대한 큐브가 서서히 그 모습을 드러낸다.더 이상의 탈출방법이 없어 보이는 위기의 순간... 자폐증 증상으로 고비의 순간마다 일행을 위험에 빠뜨리기만 했던 카잔이 놀라운 계산능력으로 큐브 안에 감추어진 마지막 단서를 발견한다. 이제 서서히 탈출구에 접근할 수 있게 된 것인가?"
레드 플래닛,"액션,SF,스릴러",미국,2000,"Mars Production Pty. Ltd., NPV Entertainment, Village Roadshow Productions",안토니 호프만,"캐리 앤 모스,발 킬머,톰 시즈모어,테렌스 스탬프,벤자민 브랫,사이먼 베이커,제시카 모튼,케럴라인 보시,밥 네일,닐 라스",20001230,102,"로봇,우주,우주선,화성,우주여행","인류생존을 건 최초의 화성 유인탐사, 인류의 미래는 우리에게 달렸다!!! 서기 2025년의 지구, 최첨단 미래사회에 인류멸망이라는 절대절명의 위기가 찾아온다. 자원고갈, 공해와 환경오염으로 더 이상 지구에서는 인류의 미래를 기약할 수 없는 상황이 도래한 것. 국제연합은 인류의 새로운 생활터전으로 화성을 선택, `화성 식민지화 프로젝트'에 박차를 가한다. 그로부터 30여년 후... 화성 식민지화의 일환으로 진행중이던 `토양생성 프로젝트'에 갑작스런 이상이 생기자, 원인을 밝혀내기 위해 최정예 과학자들로 선발된 탐사대가 구성된다. 조종사 겸 지휘관인 케이트 바우만과 탐사대원들은 문제 해결을 위해 우주선 '마스1호'에 탑승, 화성으로의 긴 여정을 시작한다. 그러나 탐사선의 고장으로 본선에서 분리된 셔틀이 화성에 불시착한다. 메마른 사막처럼 황량하고 낯선 화성에 고립된 그들이 의지할 것은 오직 자신들뿐. 이때부터 갤러거와 대원들의 생존을 위한 사투가 시작된다. 생존에 대한 불안과 두려움으로 인한 대원들의 갈등, 기능 이상을 일으킨 탐사 로봇 에이미의 공격, 그리고 이 모든 악몽의 근원일지도 모르는 위협적인 생명체와의 목숨을 건 싸움이 벌어지는데...."
이브의 유혹 - 엔젤,스릴러,대한민국,2007,㈜화인웍스,임경택,"신소미(정희라),정의갑(강민호),서연수(연수),문영동(이동구),이관훈(이건우),설성민(김형사),승주영(태섭),박충선(반장),김지민(김기사),은민(나이트녀),이상홍(제비),임희연(레스토랑 매니저),최기봉(경비원),배진호(교도관)",20070730,86,"불륜,불륜,남편,살해,살인용의자,용의자,증거,범인,형사,연인,유혹","애인과의 뜨거운 밤을 보내고 온 희라는 침실에서 죽어있는 남편의 시신을 발견하게 되고 남편과 사이가 좋지 않았던 그녀가 첫 번째 살해용의자로 지목된다. 하지만 그녀에게는 알리바이가 있어 용의선상에서 제외 되었지만 담당형사 민호는 그녀가 범인이라는 느낌을 지울 수가 없다. 비밀을 숨기고 있는 듯한 그녀에게서 증거를 찾기 위해 주변을 맴돌다가 민호는 점점 희라의 매력에 빠져들게 된다. 쌓여가는 의혹에도 불구하고 그녀로부터 헤어날 수 없는 민호. 희라의 과거 상처를 알게 되면서 안타까움에 오히려 위험으로부터 그녀를 보호하고자 한다. 그러던 중 희라의 과거와 연관이 있는 정동구라는 인물이 새로운 용의선상에 오르고 민호는 그가 범인이라는 확신이 생기면서 민호와 희라는 더 이상 형사와 피해자가 아닌, 연인관계로 발전 한다. 그렇게 남편 살해사건은 마무리 되는 듯 했지만 희라에 대한 의혹은 더더욱 커져만 가고 조금씩 희라의 비밀이 밝혀 지면서 민호를 위험한 상황으로 몰아간다."
플루토에서 아침을,"코메디,드라마","영국,아일랜드",2005,Pathe Entertainment,닐 조단,"킬리언 머피,리암 니슨,스티븐 레아,브렌단 글리슨,게빈 프라이데이,이안 하트",20070405,129,null,"Hey ,You! 나와 사랑에 빠져 볼래요?

장미와 캔디 그리고 미니스커트, 모피, 스타킹, 샤넬 No.7… 이게 다 뭐냐고요? 모두, 제가 사랑하는 것들이랍니다. 전 남자아이에요. 여자가 되고 싶은… 이름은 패트릭이죠. 하지만 그냥 키튼이라 불러 주세요. 전 그 이름이 좋거든요. 

전 갓난 아기였을 때 성당 앞에 버려졌어요. 저를 버린 엄마는 아마 제가 이렇게 섹시한 여자로 자란 걸 보면 좀 후회할 지도 모르죠. 저는 엄마를 '유령 숙녀'라 부른답니다. 엄마는 잠들지 않는 도시 런던이 삼켜버렸대요. 전 어렸을 때 그 이야기를 들었고, 어느 날 유령 숙녀를 찾으러 런던으로 떠날 결심을 했답니다. 

런던은 사실, 최악이었어요. 런던엔 심각한 일들만 가득한 거 같아요. 그렇다고 우울해할 제가 아니죠. 전 딱딱한 건 질색이거든요. 제가 과연 유령 숙녀를 찾을 수 있을까요? 이 길고 긴 여행을 마치면 달콤하고 평화로운 아침을 먹을 수 있을까요? 제 이야기의 끝을 두고 내기를 걸어보는 건 어때요? 일단 나는 해피엔딩에 나의 소중한 한표를 던지죠~
"
블러드 마스크,"액션,드라마,범죄",미국,2000,Chrome Dragon Films,셔우드 후,"아르거스 맥페이든,레이 부머타이,칼로타 창,크리스 타시마,레오 아카나",20000826,102,"형사, 은행강도, 추적, 결혼","하와이 형사인 터너는 결혼식 날 아침 신혼 부부에게 뿌릴 동전을 바꾸러 은행에 간다. 그때 마침 은행 강도들이 들어오고 터너는 직업상 이를 묵과하지 못해 그들과 맞선다. 한편 식장에선 하객과 터너의 애인인 제니가 터너를 기다리는 중이었으나, 결국 터너는 차까지 타고 강도들을 쫓아 나서게 되는데, 이 강도들은 뜻밖에도 예식장으로 향하는 게 아닌가. 예식장에 도착한 은행 강도들은 하객들과 제니에게 무차별 총격을 가하고, 그 와중 제니는 죽고 만다. 사랑하는 연인을 잃은 터너는 이 강도들을 찾아 복수하기 위해 현장을 샅샅이 뒤지는데..."
간장 선생,드라마,"일본, 프랑스",1998,"Catherine Dussart Productions, Comme des Cinemas, Imamure Productions, Kadokawa Shoten Publishing, Co, Ltd, Toei Co. Ltd, Tohokashinsha Film Company Ltd",이마무라 쇼헤이,"에모토 아키라,아소 구미코,카라 주로,세라 마사노리,쟈끄 검블랑,마츠자카 게이코,시미즈 미사,키타무라 유키야,야마다 마사토,다구치 토모로우",20010616,119,"소설원작, 의사, 간염","잠복기 1945년 히로시마에 원폭이 있기 두 달전. 일본의 작은 어촌마을, 한 남자가 열심히 어디론가 동분서주하고 있다. 모든 환자를 간염이라 진단하여 간장선생이라는 별명을 얻은 의사, 아카기. 사람들은 돌팔이라며 수군거리지만, 아카기는 의사로서의 책임과 본분을 다한다. 어느 날, 그의 앞에 전직 창녀인 소노코가 간호사로 들어오게 되고 병원은 더욱 활기를 띠게 된다. 아카기의 헌신적인 모습을 보며 소노코는 자신의 삶이 무엇인가를 깨닫게 되고 결국 그를 사랑하게 되지만.... 발병기 간장선생의 관심사는 온통 간염을 잡는데 집중되어 있다. 사랑이 찾아와도, 하나뿐인 아들이 전쟁에 징집되어도 그는 여전히 달리며 간염박멸할 방법만을 생각한다. 그러던 중, 아들 이치로의 전사소식을 듣게 되고 비통한 심정으로 신사에 무릎을 꿇고 다짐한다. ""아들아! 간염은 내가 잡겠다.""라고... 하늘이 도운 것인지 아카기를 돕는 손길이 늘어난다. 간장선생 일행은 각각 다른 방법으로 아카기를 도우며 고배율의 현미경을 이용, 간염균의 정체를 밝히려 시도하지만 처음부터 문제가 발생하는데... 재활치료기 현미경을 조작할 줄 몰라 모두 애태우고 있는 시간. 뜻밖의 행운이 아카기 일행에게 찾아든다. 바로 전직 카메라 기사인 네덜란드 전쟁 포로 피터와의 만남. 결초보은이라 했던가 피터는 현미경의 배율을 조절해 줌으로써 생명의 은인 아카기에게 은혜를 갚게 되고 드디어 간염균의 정체는 그 모습을 드러내는데...또 다시 예기치 않은 최대의 위기에 봉착하게 되는 간장선생 일행. 과연 그들은 일본을 구해 낼 수 있을 것인가?"
씨커,"액션,범죄,스릴러",미국,2001,"Artisan Entertainment, Nu Image",알버트 파이언,"스티븐 시걸,톰 시즈모어,데니스 호퍼,제이미 프레슬리,조 스파노,케빈 게이지,피터 그린,로마니 말코,노버트 와이저",20010804,90,"형사, 폭탄, 인질","놈을 찾지 못하면 도시 전체가 날아간다!!! 샌프란시스코 경찰청 강력계 형사 니틀스와 그의 파트너 퍼지는 어느 날, 우연히 수상한 느낌의 현장을 발견하고 본능적으로 그 곳에 들어선다. 니틀스와 퍼지는 지하실에 있던 폭탄 테러범들과 마주치게 되고, 이들과 총격전을 벌인다. 이 과정에서 클레어라는 여자를 검거하지만 니틀스는 자신의 친구이자 동료인 퍼지를 잃고 만다. 그 후 테러범으로 보이는 한 남자에게 전화가 걸려오고, 클레어의 석방을 요구하며 만약 그녀를 석방시키지 않을 경우 도시 곳곳에서 일어날 폭탄 테러를 예고한다. 이에 샌프란시스코 경찰청은 글래스가 팀장으로 있는 폭발물 해체팀과 공조해 사건 수사에 들어간다. 수사가 무용지물인 상황에서 시내의 한 카페가 폭발물에 의해 폭파되고 이로 인해 다수의 사상자가 발생하지만 테러범의 행적은 여전히 묘연한 상황. 경찰은 또 다른 참사를 막을 수 있는 유일한 방법은 클레어를 설득시키는 방법밖에 없다고 판단하고 그녀를 심문한다. 클레어를 심문하던 니틀스는 그녀가 유명한 건축가의 아내였고, 남편이 시내 핵폐기물 지역에 학교를 건설하려는 정부의 시책에 반대하던 중, 음모에 의해 사망했다는 사실과 테러범의 실체는 악명 높은 사이코 폭탄 테러범 스완이라는 사실을 밝혀내지만 니틀스는 클레어의 진술에 의심을 품기 시작하는데..."
폴리스 우먼 2,액션,홍콩,1989,null,왕진앙,"오가려,이세봉,방중신",19900125,87,"형사, 증거, 마약, 복수, 홍콩",홍콩여경 하형사는 국제범죄 조직의 두목 용사장을 체포하려하나 증거가 없어 체포하지 못한다. 그러던 중 아버지의 마약중독에 자극받은 그녀는 마약사건의 용의자 우를 추적한다. 한편 국제경찰은 용의 조직을 파헤치려고 제시카를 그의 아들 벤에게 접근 시킨다. 어느날 제시카는 살인청부업자 토마스를 알게 된다. 함께 살던 꼬마의 죽음으로 마약조직에 복수를 결심한 우도 우연히 소꿉친구인 토마스를 만난다. 벤은 토마스와 제시카가 가까워지자 질투심에 토마스를 죽이려 한
디제스타,액션,미국,1977,null,존 프랑켄하이머,로버트 쇼,19920717,124,"특수부대, 테러, 폭탄, 미식축구","미국의 테러작전 공격대는 과격파의 본부에 잠입하여 지하조직의 아지트를 급습하나 카바쿠후 소령은 다리아의 화실을 놓친다. 그리고 카바쿠후는 아지트에서 발견된 테이프에 녹음된 무서운 파괴공작 저지를 명령 받는다. 다리아는 미합중국에 분노를 품은 헨더와, 화실이 수배해 놓은 다량의 폭약을 입수하였다는 보고를 접한다. 카바쿠후는 헨더가 장치해 놓은 폭발장치에 목숨을 잃을 뻔하여 병원에 옮겨졌는데 다리아는 간호부로 변장하여 그를 노린다. 그러나 모세흐스키에게 발각되자 그를 살해하고 도망친다. 그녀가 놓쳐버린 여자임을 깨달을 카바쿠후는 전력을 다해 그녀의 신원을 추적한 끝에 방에 떨어진 수퍼볼의 안내장으로 조직이 풋볼경기장을 노린다는 것을 밝혀낸다."
앙드레,"드라마,어드벤처,가족",미국,1995,"Kushner-Locke Company, Paramount Pictures",조지 밀러,"키스 캐러딘,첼시아 필드,조슈아 잭슨,티나 마조리노,쉐인 메이어,에이단 펜들레튼,키스 자라바즈카,셜리 브라더릭,안드레아 리브만,제이 브라조,빌 도우,조이 커프힐",19960817,95,"실화바탕, 물개, 바다, 어촌, 관광","7살 난 토니 위트니는 바다가 보이는 낡은 물막이판 집에서 부모와 언니, 오빠 그리고 길잃은 동물 무리와 함께 살고 있다. 토니의 아버지 해리는 작은 어촌의 향무관이지만 그는 동물보호에 더 관심을 기울인다. 해리는 고아가 된 바다표범 새끼를 발견하고 토니와 함께 건강을 회복하도록 도와준다. 앙드레라고 이름지은 이 바다표범은 성장함에 따라 학교에서 주가를 한껏 올려주는 등 토니의 생활의 일부가 된다. 해리는 앙드레가 헤엄을 치도록 도와주지만 바다 위에 죽은 바다표범을 보고 바다표범 새끼를 돌려보내는 것을 주저한다."
페이 백,"드라마,에로,스릴러",미국,1994,"Tapestry Films, Trimark Pictures",안소니 히콕스,"C. 토마스 하우웰 ,조안 시버런스,마샬 벨,리차드 버기,존 톨리스,R.G. 암스트롱,스티브 윌콕스,리사 로빈 켈리,데이빗 안소니 히긴스,데니스 베세트,브레킨 메이어,캐서린 배리즈,다나 시언,프랭크 스트릭",19950325,91,"교도소, 돈, 음모, 복수","젊은 오스카 본 세터는 우연히 악당들과 연루되어 그들로부터 술집을 털자는 유혹을 받는다. 그러나 오스카는 경찰에 붙잡히고 재판을 받아 13년형을 받는다. 하지만 한 가지 희망이 있다면 빈틈없는 악당 맥으로부터 훔친 돈의 일부를 주겠다는 약속을 받은 것이다. 단 그돈에는 조건이 있다. 감옥에서 맥을 괴롭히는 새디스틱한 간수 걸리를 죽여달라는 것. 그러나 결국 맥은 걸리에게 시달리다 감옥에서 죽고, 오스카는 13년의 형기를 다 마치고 나온다. 한편 눈이 멀어 은퇴한 걸리는 젊고 아름다운 아내 로즈와 식당을 운영하고 있는데, 오스카는 맥으로부터 받기로 되어 있던 문제의 행방불명된 돈을 찾기 위해 걸리의 식당에 취직한다."
피노키오,"뮤지컬,가족,판타지",미국,1940,Walt Disney Pictures,"해밀턴 러스크,벤 샤프스틴","클리프 에드워즈(지니미 크리켓),크리스찬 룹(제페토),에블린 베나블,월터 캐틀럿,프랭키 다로,딕키 존스(피노키오)",19950000,87,"애니메이션, 소설원작, 마법, 고래, 거짓말, 피노키오, 코, 요정","자식도 없이 홀로 외롭게 지내던 제페토 할아버지는 어느 날 나무를 깎아 귀여운 꼬마 인형을 만들고 ‘피노키오’라는 이름을 붙여준다. 피노키오가 마음에 들었던 제페토 할아버지는 소원의 별이 뜨자 피노키오에게 생명을 달라는 소원을 빌고 잠자리에 든다, 그날 밤, 제페토의 방에 요정이 찾아온다. 요정이 피노키오에게 요술봉을 휘두르자 생명을 얻어 움직이며 말을 할 수 있게 된다. 요정은 피노키오에게 남을 생각하는 착한 사람이 되면 진짜 사람으로 만들어 주겠다고 약속한다. 그리고, 그 곳을 여행 중이던 귀뚜라미 지미니에게 피노키오를 도와주라고 부탁한다. 
피노키오가 생명을 얻자 기뻐한 제페토 할아버지는 피노키오를 학교로 보낸다. 그러나 학교에 가던 첫날. 그만 길거리의 사기꾼들에게 걸려 인형극단에 팔려간다. 이들의 음모를 눈치채지 못한 피노키오는 그곳에서 신나게 공연을 하지만 저녁이 되어 극단 주인이 자신을 새장 속에 가두자 그제야 잘못을 후회하며 집으로 돌아가길 소원한다. 그러자 어디선가 요정이 다시 나타나 자초지종을 묻는다. 하지만 자신의 잘못을 숨기고 싶었던 피노키오는 거짓말을 하고 그 거짓말이 계속 됨에 따라 코도 걷잡을 수 없이 길어진다."
전랑전설,"액션,드라마",홍콩,1996,My Way Film Company Limited,견자단,"견자단,이약동,황자화",19961123,95,"기억상실, 납치, 약혼, 복수","평범한 청년 견자단은 어느날 강간현장에서 위험에 빠진 여자를 구하는데, 그때의 싸움으로 기억상실에 빠진다. 기억에 이끌려간 그곳에는 결혼을 약속했다는 여자 이약단이 기다리고 있는데 그는 기억이 안 난다. 이약단은 냉담한 경자단의 태도에 상처를 입고 그런 연악한 이약단을 보며 견자단은 차츰 그녀의 지고지순한 사랑에 빠져든다."
의협 방랑의 형제,"시대극/사극,활극",대한민국,1969,대동영화사,장진원,"김지수,문오장,윤양하,손방원,박경주,김신재,장훈,황백,강계식",19691219,83,null,"위명과 위용형제는 20여년동안 무술을 연마하고 아버지의 명으로 보령성을 향하여 길을 떠난다. 성질이 괴벽한 용은 보령산에 도착후 개봉하라는 아버지의 봉서를 보여주지않는다 하여 명을 뿌리치고 홀로 행동한다. 용은 중도에서 보령성주의 딸 수라가 사냥을 나왔다가 봉변을 당하기 직전 구해준 것이 인연이 되어, 보령성에 도착 결혼날까지 받는다. 한편 명도 고생끝에 보령성에 도착하여 봉서를 개봉한다. 사연인즉 두 형제는 옛 성주 위복의 아들로 현성주 진개천이 위복을 죽이고 부인을 뺏어 딸 수라를 낳았으며, 아버지는 친부가 아니라는 것이였다. 명은 사실을 알고 용과 수라의 혼례식장으로 달려가 봉서를 용에게 보이며 진개천과 대결한다. 처절한 혈투끝에 진개천은 죽고 모든 사실을 안 수라도 자기에게는 좋은 아버지였다며 자결한다. 용은 형과 어머니를 두고 홀로 떠나간다."
힛쳐,"액션,공포(호러),범죄,스릴러",미국,2007,Intrepid Pictures,데이브 마이어스,"숀 빈,소피아 부쉬,잭카리 나이튼,닐 맥도노,카일 데이비스",20070726,83,null,"캠퍼스 커플인 그레이스와 짐은 방학을 맞아 둘만의 여행을 떠난다. 어두운 밤, 비가 억수 같이 쏟아지는 외딴 도로를 달리던 이들은 빗 속에 서 있는 한 남자를 발견하고, 안타까운 마음에 모텔까지 태워주기로 한다. 

'존 라이더'라고 자신을 소개하는 이 낯선 남자의 친절함은 시간이 지날수록 점차 사라지고 서서히 그레이스와 짐을 위협하기 시작하면서 이들의 즐거웠던 휴가는 순식간에 끔찍한 공포로 뒤바뀌게 된다. 정체를 알 수 없는 낯선 남자의 지능적이고 치밀한 계획 속에 벌어지는 죽음의 게임은 그 비밀이 밝혀질수록 그레이스와 짐을 엄청난 충격 속에 빠져들게 하는데...
"
홀리 마운틴,"SF,어드벤처,판타지",멕시코,1975,null,알레한드로 조도로프스키,"알레한드로 조도로프스키,후안 페라라,니키 니콜스,리차드 루토브스키",20070315,113,null,"예수를 닮은 한 사내. 이름 모를 기이하고도 그로테스크한 곳에 떨어졌다.
벌거벗은 채로, 난쟁이를 따라 얽히고설킨 ‘세상’에 조금씩 눈을 뜨게 되는 그.
복잡한 세상을 정신없이 헤매던 그는 기묘한 여정에 들어서게 된다. 

우선 사내는 우연히 신비의 지도자를 만나게 된다.
지도자를 통해 ‘연금술’의 능력을 배우면서 지도자에게 인정을 받게 된 그는 세상에서 가장 부유하고 영향력 있는 7명의 인물을 만난다. 

이 7명의 인물들은 태양계의 행성들을 각각 수호하고 있는데,
각자가 세상을 위해 하는 일들이 에피소드 형식으로 독특하게 소개된다.
 
그 이후 예수를 닮은 사내와 지도자, 7명의 수행원은 속세의 물건을 모두 
버리고 9명이 한 무리를 이루어, 신의 일을 대신하고 있는 불사의 현자들을 
찾아 성스러운 산(Holy Mountain)으로 길을 나선다. 

과연, 그들이 성스러운 산을 오르기까지 어떤 놀랄만한 사건들이 그들을 엄습해 
올 것인가. 성스러운 산에 올라 깨달음을 얻기까지의 과정은 절대 쉽지가 않다.
  
"
내일의 기억,드라마,일본,2006,Toei Company,츠츠미 유키히코,"와타나베 켄사쿠,히구치 카나코,후키이시 카즈에,오이카와 미츠히로",20070510,121,"소설원작,알츠하이머,알츠하이머병,일본소설원작,치매,기억상실"," 광고회사에서 능력을 인정받으며 열심히 살아가는 ‘사에키’(와타나베 켄). 일에 있어서만은 완벽함을 추구하며 때론 엄격하게 때론 자상한 상사로 회사에서도 인기가 높다. 외동딸을 둔 그는 집에서는 더 없이 좋은 남편이자 아버지이다.

 어느 날, 염원하던 큰 광고를 따내지만 기쁨도 잠시 자신이 점점 기억을 잃어가고 있다는 사실을 느끼게 된다. 건망증인줄만 알았던 일들이 증세가 심각해지면서 길을 잃고, 사람들의 이름 마저 잊어가게 된 것. 쏟아지는 기억들을 붙잡고 싶은 ‘사에키’는 결국 회사도 관둔 채 아내와 단둘이 지내며 자신의 변화를 받아들인다. 사랑하는 아내 ‘에미코’(히구치 카나코)는 그의 옆에서 언제나 함께 할 것을 약속한다.

 시간이 흐르고, 지나간 시간만큼 기억을 잃어가는 ‘사에키’. 그는 사랑하는 사람들의 얼굴과 이름, 그리고 소중한 추억들을 기억할 수 있을까. 추억이 소중한 만큼 잊혀진다는 사실이 슬프기만 한데, 그를 지켜보는 가족과 동료들의 마음 또한 점점 아파만 간다… 
"
백사부인,"시대극/사극,공포,멜로/로맨스",대한민국,1960,신상옥프로덕션,신상옥,"최은희(백낭자),신성일(허선),한은진(관음보살),최삼(왕대윤),고선애(노파),옥경희(청아),이영(전옥),최찬식(한대윤),추봉(상인),김호연(포교),박병기,이기홍(이장사),정득순(부인),백송(천심도인),지방열(법해선사),최걸(포교),임동훈(포교),이창식(옥정),송일근(환자),이업동(사공)",19601002,100,"괴기,괴담,중국설화,고전의영화화,고전소설원작,흑백스탠다드","인간으로 변신한 천년 묵은 뱀인 백사부인(최은희)은 젊은 약사 허선(신성일)과 사랑에 빠져 결혼하고, 몇 번의 위기를 겪지만 서로의 사랑은 꺾이지 않는다. 하지만 함부로 인간으로 환생한 백사에게 법해선사와 관음보살은 7월 7석까지 그녀가 선계로 돌아와야 한다고 명령한다. 슬픔 속에 이별을 준비하던 백사는 그녀를 탐내는 대윤(최삼)의 음모로 위기에 빠져 약속을 지키지 못하고, 사랑하는 남편을 위해 목숨을 건다. 그들의 사랑에 감동한 관음보살은 마침내 그들의 사랑을 허락한다."
트레인스포팅,"드라마,범죄",영국,1996,"Channel Four Films,Figment Films,PolyGram Filmed Entertainment,THE NOEL GAY MOTION PICTURE COMPANY",대니 보일,"이완 맥그리거,조니 리 밀러,로버트 칼라일,이완 브렘너,켈리 맥도날드,셜리 헨더슨,케빈 매키드,피터 뮬란,제임스 코스모,수잔 비들러,폴린 린치,스튜어트 맥커리,케빈 알렌",19970222,90,"소설원작, 마약, 알콜중독, 돈, 배신, 초현실, 영국, 블랙코미디","마크 렌턴(이완 맥그리거 분)은 에딘버러의 거리에서 두 명의 상점 감시자들에게 쫓기고 있다. 자켓에 넣어둔 훔친 물건들이 바닥에 떨어진다. 렌턴은 '성실하면서도 진실한 마약 취미'와 제멋대로 세상을 살아가는 친구들이었다. 벡비(로버트 칼라일 분)는 애인을 위협할 정도로 난폭한 알콜 중독자지만 마약은 손대지 않는다. 스퍼드는 구제 불능이긴 하지만 상냥한 성격의 헤로인 중독자다. 부드러운 매너로 여자들을 잘 챙기려 애쓰는 식 보이(자니 리 밀러 분)는 숀 코너리에 관한 한 백과사전이다. 자신의 습관을 조절할 줄도 알며, 유독 최고를 지향하기도 한다. 토미는 노력하는 형이다. 마약은 손대지 않으며, 산에 오르기를 좋아하고, 이기 팝에 강한 집착을 보인다. 토미와 교제하는 릿지, 스퍼드와 사귀는 게일, 누군가의 아이를 배지 않은 사람과는 사귀지 않는 앨리슨 등도 주변에 등장한다."
